MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
1.7969,48.0,5.737313432835821,,1026.0,3.062686567164179,37.84,-122.27
1.375,49.0,5.030395136778116,1.1124620060790271,754.0,2.291793313069909,37.83,
2.7303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27
1.4861,49.0,4.602272727272728,1.068181818181818,570.0,2.159090909090909,37.83,-122.27
1.0972,,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.229773462783172,37.83,-122.26
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.39493670886076,37.83,-122.26
1.2852,51.0,3.759036144578314,1.248995983935743,,2.076305220883534,37.83,-122.26
1.025,49.0,3.772486772486773,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26
,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26
3.0125,52.0,4.941780821917808,1.0650684931506849,,2.26027397260274,37.83,-122.26
2.6768,52.0,4.335078534031414,1.099476439790576,718.0,1.8795811518324608,37.83,-122.26
2.026,50.0,3.700657894736842,1.0592105263157894,,2.026315789473684,37.83,-122.26
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28
1.4113,52.0,,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,,-122.28
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,,
2.5625,2.0,2.771929824561404,0.7543859649122807,94.0,1.649122807017544,,-122.29
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,,-122.29
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29
,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,
1.191,52.0,7.69811320754717,1.490566037735849,521.0,3.276729559748428,37.81,-122.3
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3
1.1667,52.0,,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,,37.81,-122.3
2.6094,52.0,6.98639455782313,,492.0,3.346938775510204,37.8,-122.29
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,,37.81,-122.3
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29
0.7286,46.0,3.375451263537906,1.072202166064982,582.0,2.101083032490975,37.81,-122.29
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.684210526315789,37.81,-122.29
0.4999,46.0,1.7142857142857142,,18.0,2.571428571428572,37.81,-122.29
2.483,20.0,6.2781954887218046,1.2105263157894737,,2.180451127819549,37.81,-122.29
0.9241,17.0,2.8177676537585423,,762.0,1.735763097949886,37.81,-122.28
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.428290766208252,37.81,-122.28
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.483091787439613,,-122.28
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861597,37.81,-122.28
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27
1.5208,52.0,3.9080459770114944,1.1149425287356325,200.0,2.2988505747126435,37.81,
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.763313609467456,37.81,
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28
0.977,40.0,2.3157894736842106,1.186842105263158,,1.5315789473684212,37.81,-122.27
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454543,37.81,-122.27
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27
1.2434,52.0,,0.9176470588235294,396.0,4.658823529411765,37.8,-122.27
2.0938,16.0,2.74585635359116,1.0828729281767957,800.0,2.209944751381216,37.8,-122.27
0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727272,37.8,-122.28
0.75,52.0,2.823529411764706,0.9117647058823528,191.0,5.617647058823529,37.8,-122.28
2.6354,27.0,3.493377483443709,1.1490066225165565,718.0,,37.79,-122.27
1.8477,39.0,3.6723768736616704,,1327.0,2.841541755888651,37.8,-122.27
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,,-122.26
2.8345,31.0,3.894915254237288,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26
2.0062,29.0,3.681318681318681,1.175824175824176,202.0,2.21978021978022,37.81,-122.26
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26
2.6104,37.0,3.707142857142857,1.1071428571428572,1838.0,1.8755102040816327,37.82,
2.4912,29.0,3.7248,1.1312,2304.0,,37.81,-122.25
3.2177,28.0,3.878423513694055,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26
,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,
3.1691,52.0,,1.0900473933649288,686.0,1.6255924170616114,37.81,
,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24
3.9063,,4.160847880299252,,1520.0,1.8952618453865335,37.82,-122.25
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25
2.6429,32.0,3.727005870841488,1.0743639921722117,1806.0,,37.82,-122.25
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,
3.1484,52.0,,1.0770712909441231,939.0,1.8092485549132948,37.83,-122.25
,35.0,3.822274881516588,,675.0,1.599526066350711,37.83,-122.25
3.1429,52.0,4.3951890034364265,0.986254295532646,534.0,1.8350515463917525,37.83,-122.25
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,,37.84,-122.23
5.2868,47.0,6.546391752577319,0.936082474226804,1098.0,2.263917525773196,37.84,-122.23
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24
6.3434,52.0,6.947890818858561,1.01985111662531,1061.0,2.632754342431762,37.85,-122.23
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,,-122.24
7.2354,52.0,7.11716621253406,0.994550408719346,901.0,2.455040871934605,37.85,-122.24
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,,37.85,
7.5,,,0.9874739039665972,1031.0,2.152400835073069,37.84,-122.22
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21
7.5544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.298387096774193,37.84,-122.21
11.6017,18.0,8.335051546391753,1.0824742268041236,533.0,2.747422680412371,37.84,-122.19
7.4882,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21
8.2049,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19
8.401,26.0,7.530805687203792,1.056872037914692,542.0,2.5687203791469195,,-122.2
6.8538,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19
8.317,32.0,6.977186311787072,1.0038022813688212,635.0,2.414448669201521,37.82,-122.19
7.0175,37.0,6.982954545454546,1.0284090909090908,420.0,2.386363636363636,37.82,-122.2
6.3302,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2
6.3624,30.0,5.615384615384615,,126.0,2.423076923076923,37.81,-122.18
7.0549,52.0,6.785714285714286,0.9514285714285714,813.0,2.322857142857143,37.82,-122.21
6.7851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2
2.8929,50.0,5.132246376811594,1.0960144927536233,1260.0,2.282608695652174,37.8,-122.21
3.0812,38.0,4.628336755646817,1.0985626283367556,,1.9527720739219712,37.8,-122.21
5.2402,52.0,6.200892857142857,0.9464285714285714,510.0,2.2767857142857144,37.81,-122.21
6.5217,52.0,6.39935064935065,1.0876623376623376,765.0,2.4837662337662336,37.81,-122.22
3.2632,52.0,,1.0108695652173914,,2.4543478260869565,37.8,-122.22
3.0298,52.0,5.183673469387755,1.0521541950113378,1073.0,2.433106575963719,37.8,-122.22
4.5428,52.0,5.283495145631068,1.050485436893204,,2.300970873786408,37.8,-122.22
,52.0,5.952941176470588,0.9970588235294118,756.0,2.223529411764706,37.81,-122.22
5.3509,52.0,5.65067178502879,1.0287907869481765,1034.0,1.9846449136276392,37.81,-122.22
3.1603,52.0,4.429193899782135,1.0588235294117647,787.0,1.7145969498910676,37.8,
4.7708,52.0,6.727699530516432,1.0751173708920188,612.0,2.8732394366197185,37.81,-122.23
8.1564,52.0,7.702631578947368,1.0578947368421052,1021.0,2.6868421052631577,,-122.22
8.8793,52.0,8.972868217054264,1.131782945736434,,3.3372093023255816,37.81,-122.23
6.8591,52.0,7.599388379204893,0.9571865443425076,953.0,2.914373088685015,,-122.24
6.0302,52.0,5.8203125,0.9296875,634.0,2.4765625,37.81,-122.24
7.508,52.0,7.994318181818182,1.036931818181818,878.0,2.4943181818181817,,-122.23
2.7477,52.0,4.333333333333333,1.1387163561076603,918.0,1.9006211180124224,37.81,-122.24
2.1944,52.0,5.074285714285714,0.96,360.0,2.057142857142857,37.8,-122.24
3.0149,52.0,4.276639344262295,1.0450819672131149,1197.0,2.4528688524590163,37.8,-122.25
3.675,52.0,4.851351351351352,0.9691119691119692,1048.0,2.023166023166023,37.81,-122.24
3.225,46.0,4.326639892904953,1.1178045515394912,1373.0,1.8380187416331997,37.81,
2.9345,42.0,4.059113300492611,1.0492610837438423,1715.0,1.6896551724137931,37.8,-122.25
2.1429,43.0,3.2742382271468142,1.0969529085872576,1359.0,1.882271468144044,37.8,-122.25
1.6121,41.0,3.5617433414043584,1.1355932203389831,1062.0,2.571428571428572,37.8,-122.25
1.3929,29.0,3.1927554980595083,1.1177231565329884,1335.0,1.7270375161707632,37.8,-122.25
2.3173,27.0,3.804195804195804,1.1468531468531469,1171.0,2.729603729603729,37.79,-122.24
1.7772,45.0,3.882608695652174,1.1434782608695653,1475.0,3.2065217391304346,37.79,-122.25
2.6458,50.0,3.209183673469388,0.9591836734693876,742.0,,37.79,-122.25
2.181,52.0,3.68870523415978,1.0771349862258952,1086.0,2.9917355371900825,37.79,
2.2303,36.0,3.0902394106813995,,1645.0,3.029465930018416,37.8,-122.25
1.6504,43.0,3.639751552795031,1.0046583850931676,1710.0,2.6552795031055902,37.8,
,52.0,4.368421052631579,1.0,731.0,3.206140350877193,37.8,-122.24
2.1563,52.0,,1.07492795389049,1118.0,3.2219020172910664,,-122.24
2.1348,52.0,4.734328358208956,1.1880597014925374,1006.0,3.002985074626866,37.8,-122.24
2.6292,47.0,3.693140794223827,1.0613718411552346,1213.0,2.1895306859205776,37.8,-122.24
2.3833,52.0,4.638132295719845,1.1245136186770428,772.0,3.0038910505836576,37.8,-122.23
2.957,52.0,4.496259351620948,1.0473815461346634,1321.0,3.29426433915212,37.8,-122.24
2.5238,49.0,4.192023633677991,1.106351550960118,1487.0,2.1964549483013296,37.8,
1.9375,52.0,4.209677419354839,0.989247311827957,488.0,2.6236559139784945,37.8,-122.23
1.9028,51.0,4.056122448979592,1.0561224489795915,949.0,2.420918367346939,37.8,-122.23
2.25,50.0,4.20722891566265,1.1566265060240963,1149.0,,37.8,-122.23
2.3929,52.0,4.471428571428572,1.0678571428571428,844.0,3.0142857142857142,37.8,-122.23
2.1917,43.0,4.844029244516653,1.091795288383428,4367.0,3.547522339561332,37.79,-122.23
2.9357,52.0,4.327669902912621,0.95873786407767,1659.0,4.026699029126213,37.79,-122.23
1.8854,30.0,3.798479087452472,1.0038022813688212,1011.0,3.844106463878327,37.79,-122.23
2.1638,39.0,3.776349614395887,1.1079691516709511,1464.0,3.763496143958869,37.79,-122.24
2.125,47.0,4.528052805280528,1.3036303630363035,1237.0,4.082508250825082,37.79,-122.24
3.375,52.0,4.011904761904762,1.0714285714285714,647.0,3.851190476190476,37.79,-122.24
2.2542,43.0,4.554621848739496,1.0532212885154062,1284.0,3.596638655462185,37.79,-122.24
2.1,51.0,3.1818181818181817,0.7818181818181819,228.0,4.1454545454545455,37.79,-122.25
1.6,39.0,3.747967479674797,1.048780487804878,381.0,3.097560975609756,37.79,-122.25
3.625,52.0,3.973568281938326,1.0440528634361232,846.0,,37.79,-122.25
,20.0,3.510355029585799,1.1523668639053255,1659.0,2.45414201183432,37.8,-122.26
1.6471,52.0,2.833333333333333,0.927536231884058,520.0,3.768115942028986,37.77,-122.22
2.59,52.0,4.38996138996139,1.162162162162162,866.0,3.343629343629344,37.77,-122.22
2.57,52.0,4.202185792349726,1.1256830601092895,612.0,3.344262295081968,37.77,-122.23
2.6429,52.0,3.746031746031746,1.1587301587301588,415.0,,37.78,-122.23
3.0257,52.0,4.046948356807512,1.0093896713615025,994.0,4.666666666666667,37.78,-122.23
1.4886,50.0,4.0251572327044025,1.1111111111111112,1525.0,3.19706498951782,37.78,-122.22
,43.0,3.2420091324200917,1.0776255707762556,1506.0,3.4383561643835616,37.78,-122.23
1.4844,52.0,3.8666666666666663,1.011764705882353,1008.0,3.952941176470589,37.78,-122.23
1.6009,44.0,3.1158455392809588,1.0985352862849531,2813.0,3.745672436750999,37.78,-122.23
,48.0,4.944606413994169,1.154518950437318,1481.0,4.317784256559767,37.79,-122.23
2.293,49.0,5.365296803652968,,859.0,3.922374429223744,37.79,-122.23
2.1494,37.0,4.479923518164436,1.0975143403441685,1608.0,3.074569789674952,37.79,-122.22
1.6198,30.0,4.357142857142857,1.0357142857142858,425.0,3.0357142857142856,37.79,-122.23
1.3281,40.0,5.054347826086956,1.0815217391304348,564.0,,37.79,-122.23
3.5156,44.0,5.466911764705882,1.1544117647058822,961.0,,37.79,-122.22
3.9048,52.0,4.998540145985402,1.0072992700729928,2273.0,3.318248175182482,37.79,-122.22
3.0893,52.0,3.907692307692308,0.9743589743589745,600.0,3.076923076923077,,-122.21
2.6042,46.0,4.489563567362429,1.0910815939278935,1647.0,3.1252371916508537,37.79,-122.22
2.5,49.0,4.306603773584905,1.0613207547169812,1201.0,2.832547169811321,37.79,-122.22
2.7969,38.0,4.626707132018209,1.078907435508346,2167.0,3.288315629742033,37.79,-122.22
2.8321,29.0,4.823529411764706,1.1058823529411763,939.0,2.761764705882353,37.79,-122.2
2.9583,47.0,5.284246575342466,1.0513698630136987,859.0,2.941780821917808,37.79,-122.21
2.8365,34.0,4.5813953488372094,1.0794573643410852,1517.0,2.939922480620155,37.79,-122.21
2.875,35.0,4.520725388601036,1.0595854922279793,1143.0,2.961139896373057,37.79,-122.21
3.0682,39.0,4.316810344827586,1.0775862068965518,1109.0,,37.8,-122.21
3.0757,39.0,4.524663677130045,1.0022421524663676,1221.0,2.7376681614349776,37.8,-122.21
4.9559,43.0,6.6923076923076925,1.0967032967032968,1115.0,,37.8,-122.2
4.7721,52.0,5.772388059701493,1.0932835820895523,706.0,2.6343283582089554,37.8,-122.2
3.4861,52.0,,1.0070821529745042,1883.0,2.6671388101983005,37.8,-122.21
5.1184,41.0,6.088235294117647,1.0411764705882354,804.0,2.364705882352941,,-122.2
4.0977,48.0,5.242063492063492,1.0436507936507935,506.0,2.007936507936508,37.8,
4.744,48.0,7.117647058823529,1.088235294117647,610.0,2.563025210084034,37.8,-122.19
4.2727,46.0,5.837349397590361,1.0271084337349397,768.0,2.3132530120481927,37.8,-122.19
2.9844,50.0,,1.059782608695652,462.0,2.510869565217391,37.79,-122.19
4.1739,40.0,4.51063829787234,1.0893617021276596,,2.838297872340425,37.79,
3.8487,46.0,5.1152882205513786,1.0150375939849623,1059.0,2.654135338345865,37.8,-122.2
4.0114,52.0,6.5451263537906135,0.9783393501805054,637.0,2.299638989169675,37.8,-122.19
4.6563,45.0,,0.9933920704845814,1106.0,2.436123348017621,37.79,-122.19
2.9297,28.0,4.699551569506727,1.1375186846038865,1737.0,2.596412556053812,37.79,-122.19
2.3036,,4.62051282051282,1.176923076923077,,2.5871794871794878,37.79,-122.2
2.6667,49.0,4.2,0.9285714285714286,737.0,3.509523809523809,37.79,-122.2
2.619,44.0,3.30142566191446,0.920570264765784,1354.0,2.757637474541752,37.79,-122.2
2.4167,45.0,4.462025316455696,1.1244725738396624,1530.0,3.2278481012658227,37.79,-122.21
2.7788,45.0,,1.1,1410.0,2.9375,37.79,-122.2
2.7352,46.0,3.934973637961336,0.8927943760984183,1390.0,2.4428822495606326,37.78,-122.21
1.8472,52.0,5.4907063197026025,1.1152416356877324,,3.95910780669145,37.78,
2.6583,52.0,4.310204081632653,0.9142857142857144,792.0,3.23265306122449,37.78,-122.21
3.0536,49.0,3.66530612244898,0.9959183673469388,779.0,3.179591836734694,37.78,-122.21
2.3906,44.0,4.865573770491803,1.1639344262295082,2269.0,3.719672131147541,37.78,-122.22
1.7188,43.0,4.181818181818182,1.1302211302211302,1227.0,3.0147420147420148,37.78,-122.21
2.625,47.0,3.655601659751037,1.0290456431535269,753.0,3.12448132780083,37.78,-122.21
2.8015,40.0,,0.8444444444444444,547.0,4.051851851851852,37.77,-122.22
1.7276,,4.036363636363636,1.075,1807.0,4.1068181818181815,37.78,-122.22
2.0801,44.0,3.38989898989899,1.0383838383838384,1700.0,3.4343434343434343,37.78,-122.22
2.489,51.0,4.165394402035624,1.178117048346056,1543.0,3.926208651399491,37.78,-122.22
1.7546,52.0,4.733333333333333,1.0466666666666666,1085.0,3.6166666666666663,37.76,-122.21
4.0904,52.0,4.313868613138686,1.2627737226277371,353.0,2.576642335766423,37.77,-122.21
2.6765,52.0,5.0,1.0268456375838926,473.0,3.174496644295302,37.77,
2.4338,49.0,4.703933747412008,1.031055900621118,1621.0,3.3561076604554865,37.77,-122.2
2.3309,46.0,3.485875706214689,1.0593220338983051,1183.0,3.34180790960452,,-122.21
2.2604,43.0,3.671480144404332,1.184115523465704,836.0,3.0180505415162453,37.77,-122.21
1.8039,42.0,3.543726235741445,0.9657794676806084,900.0,3.4220532319391634,37.77,-122.19
2.2562,39.0,5.007448789571694,1.111731843575419,1888.0,3.515828677839851,37.77,-122.2
2.0562,41.0,4.536656891495602,,1024.0,3.002932551319648,37.77,-122.2
3.5398,52.0,5.4373522458628845,1.0472813238770686,1225.0,2.895981087470449,37.78,-122.2
3.1167,39.0,4.659574468085107,1.0611702127659577,,2.848404255319149,37.78,-122.2
2.5401,50.0,4.939153439153439,1.066137566137566,,2.984126984126984,37.78,-122.2
2.898,43.0,,1.037190082644628,1537.0,3.175619834710744,37.77,-122.2
2.3125,44.0,4.399491094147582,1.0534351145038168,1240.0,,37.78,-122.21
2.875,52.0,6.107142857142857,1.0714285714285714,469.0,2.7916666666666665,,-122.19
3.3715,52.0,5.105882352941176,1.0070588235294118,1086.0,2.5552941176470587,37.77,-122.19
3.5114,52.0,5.585131894484412,1.0671462829736211,1144.0,2.7434052757793763,37.77,-122.19
4.3125,52.0,6.645333333333333,,,2.957333333333333,37.78,-122.19
3.22,,5.956639566395664,1.075880758807588,984.0,2.6666666666666665,37.78,-122.19
3.875,33.0,3.021276595744681,0.6595744680851063,575.0,12.23404255319149,37.78,-122.18
5.2328,49.0,5.660287081339713,0.9808612440191388,496.0,2.373205741626794,37.78,-122.19
3.7262,52.0,5.631578947368421,1.0157894736842106,555.0,2.921052631578948,37.78,-122.19
,45.0,5.400611620795107,1.0152905198776758,,,37.78,-122.2
5.2578,,5.820754716981132,0.8962264150943396,236.0,,37.79,-122.18
7.0875,41.0,6.593457943925234,1.088785046728972,626.0,2.925233644859813,37.79,-122.18
3.9712,46.0,6.410334346504559,1.17629179331307,922.0,2.802431610942249,37.79,
2.9514,47.0,4.80078125,0.94921875,582.0,2.2734375,37.79,-122.19
2.6667,50.0,4.746268656716418,1.079601990049751,546.0,2.716417910447761,37.79,-122.19
5.4446,37.0,6.176691729323308,0.9849624060150376,620.0,,37.81,-122.18
6.2838,34.0,6.948717948717949,1.0,442.0,2.2666666666666666,37.8,
6.7527,23.0,,1.024390243902439,955.0,2.9115853658536586,37.8,-122.18
7.0712,24.0,7.589506172839506,0.9783950617283952,,2.8271604938271606,37.77,
5.9849,22.0,6.528723945094052,1.0411794611082867,4985.0,2.5343162175902387,37.79,
3.6875,42.0,5.707865168539326,0.9737827715355806,651.0,2.438202247191011,37.78,-122.17
2.875,30.0,4.731152204836415,1.0611664295874823,1704.0,2.4238975817923185,37.77,-122.17
3.4205,43.0,4.877149877149877,1.0810810810810811,,2.6658476658476657,37.78,
3.2984,50.0,5.78169014084507,1.1338028169014085,713.0,2.51056338028169,37.78,-122.18
3.875,49.0,4.933701657458563,0.9779005524861878,468.0,2.585635359116022,37.78,-122.17
4.175,52.0,5.396694214876033,1.0578512396694215,296.0,2.446280991735537,37.78,-122.17
4.375,47.0,5.761467889908257,0.9954128440366972,570.0,2.614678899082569,37.77,-122.16
4.7708,48.0,5.427777777777778,1.0777777777777775,446.0,2.477777777777778,37.77,-122.16
3.5739,45.0,6.052083333333333,1.0338541666666667,968.0,2.520833333333333,37.77,-122.16
3.0958,39.0,5.009493670886076,1.1044303797468351,857.0,2.712025316455696,37.77,
3.3958,39.0,5.006211180124224,1.062111801242236,912.0,2.8322981366459627,37.77,-122.17
1.871,31.0,5.36283185840708,1.1792035398230087,1360.0,3.008849557522124,37.77,-122.17
1.9356,41.0,4.490140845070423,1.0338028169014084,1074.0,3.0253521126760563,,-122.17
2.1842,47.0,5.544502617801047,1.081151832460733,965.0,,37.76,-122.17
2.2917,37.0,4.921875,1.11875,933.0,2.915625,37.76,-122.18
2.4333,38.0,4.983050847457627,1.1214689265536724,,2.788135593220339,37.76,-122.17
1.9479,50.0,4.82520325203252,1.0609756097560976,907.0,3.686991869918699,37.76,-122.18
3.9063,52.0,4.569696969696969,1.0606060606060606,447.0,2.709090909090909,37.76,-122.18
1.8407,49.0,,1.0022172949002215,1299.0,2.8802660753880267,37.76,-122.18
2.0786,27.0,5.789808917197452,1.5031847133757965,396.0,2.522292993630573,37.77,
2.8125,42.0,4.402985074626866,0.9589552238805972,877.0,3.2723880597014925,37.77,-122.18
,43.0,5.498637602179836,1.111716621253406,1111.0,3.02724795640327,37.76,-122.18
1.7056,49.0,5.08550185873606,1.0483271375464684,790.0,2.936802973977695,37.76,-122.19
2.2768,52.0,4.953068592057762,0.9873646209386282,1479.0,2.669675090252708,37.77,-122.18
3.2552,51.0,4.810502283105023,1.0753424657534247,1173.0,2.6780821917808217,37.77,-122.18
2.0556,52.0,4.775956284153006,,1029.0,2.8114754098360657,,-122.18
2.4659,52.0,5.782857142857143,1.1171428571428572,1030.0,2.942857142857143,37.76,-122.19
